<<<<<<< HEAD
2.036794279653147965e-01 9.586664741815504875e-01
-6.667200516867479720e-01 1.521909609496059357e-01
3.044547263937388282e-01 2.325586806802519835e-01
-9.456965705480064877e-01 -5.906144028953828062e-01
7.050337146441729708e-01 -1.539087386052022666e-01
5.037753295047431301e-02 3.017584917797485611e-01
-7.382103792292848965e-01 5.249909847529240503e-01
8.469095757204680996e-01 4.250203200404921722e-01
6.355839199551320817e-01 -3.061275763425939100e-01
6.461504085272151698e-01 2.655782496278569216e-02
3.712118892225473310e-01 4.683188237726743086e-01
8.518631628272008705e-01 6.388859801308069963e-01
-3.892008278119041265e-01 3.103777865884644882e-01
1.828313625129884823e-01 -1.145471197341680902e-01
9.267177519889444604e-01 -7.904652941191689930e-01
8.032880844105205753e-02 1.124456521490064809e-01
4.098374066097227875e-01 -8.104695842517160020e-01
-2.235245678837616268e-01 -3.048927058379040655e-01
-3.238702031101363676e-01 2.543717424594253984e-01
4.683691271981713644e-01 -9.029026735577736495e-01
1.583691235668133190e-01 4.528972881576710519e-01
-2.763397678766590371e-01 1.993536489496693376e-01
7.186654214210634883e-01 6.988864108806134290e-01
4.787160650601465228e-01 4.530308831048120988e-01
5.284854914645631396e-01 4.784095801225318745e-01
1.598398399405550618e-01 7.882362896358829918e-02
-4.725154399795543636e-01 -4.804608125205025448e-01
5.730255990719144155e-01 -2.381773111960296951e-01
-4.402468990554762041e-01 2.924971851574945658e-01
8.915532956887874949e-01 -1.938332566511413724e-02
-7.832833485358636771e-02 1.015881784882355365e-01
4.920797514230336178e-01 -5.574026577391801851e-01
7.314766180744614044e-01 1.572299910562665604e-01
2.494186935923778936e-01 1.773349691578551823e-01
9.026337158180185449e-01 -5.044256800282713726e-01
-2.004010126788791091e-01 1.688433890993525921e-01
5.102079095772981132e-01 4.257578466892236735e-01
-1.069260454798197646e-01 2.407217006950617133e-01
8.762473569998050493e-01 -5.432825755690944280e-01
6.920020229229287834e-01 6.201980905841097957e-02
3.438420699064557162e-01 -4.541581577587123775e-01
5.942737673664464371e-01 5.370550394957673834e-02
-1.836132840156321500e-01 1.368560158724538844e-01
8.426986912868349444e-01 5.258882752933899951e-01
3.281645218255758722e-01 -8.066685413442824526e-01
-3.011970413041766825e-01 3.291717908819861149e-01
-8.310802675929738204e-01 3.543721138818494154e-01
6.989976625465876836e-01 3.023277863767235285e-01
2.155012410749511664e-01 -1.254736201418034103e-01
4.676205288699066820e-01 -5.932061709348461775e-01
-4.255057817893865835e-01 2.775521689296166494e-01
-6.174682283133523519e-01 -4.158299314065618812e-01
5.027970572000466376e-01 -2.030155473021406642e-01
8.281039185908145583e-01 -4.573116623435353745e-01
2.376897991439889113e-01 -5.398023546140382489e-01
5.404588209260234866e-01 2.901980252943402450e-01
1.481845635271095141e-03 -2.611144607121731465e-01
1.470161799689244653e-01 -9.913064130295645704e-02
4.053445309959495813e-01 -9.414225747316458115e-01
-1.943382101964397091e-01 2.621910210597241386e-01
-5.272278769251996788e-01 -4.470694364341154525e-01
-2.988699222611395090e-01 2.471797373816880805e-01
9.983228209017025456e-02 3.455128379608869427e-01
8.397063071769056419e-01 7.991858482359027738e-01
-3.723670924606981014e-01 -3.824050675331056581e-01
-9.461948289317410055e-01 8.104077731192299572e-01
-3.914041220990371883e-03 -5.132083694842952681e-01
3.124845565532874403e-01 -4.764033117023336317e-01
2.410189898739444336e-01 6.332973657021272462e-01
-2.437747523067435029e-01 2.538749359966316899e-01
-7.228910756117847836e-01 5.636709342767703967e-01
-3.195551654111639106e-01 5.289966584350527246e-01
1.560815481941749683e-01 2.322313963317036434e-01
8.601770930888313904e-01 9.157339594772886393e-01
7.678099405606497729e-01 3.391697370416891788e-01
6.566136683002254948e-01 3.476341521440123872e-01
-3.692379384472135317e-01 3.043343955667052736e-01
2.322579291827342463e-02 -1.563014292945528183e-01
1.339669871220009467e-01 -6.066674954696871236e-01
6.484501411908347723e-01 3.666456128751391930e-01
7.518334810315159267e-01 4.347755345712380759e-01
4.350689866395230920e-01 -3.469998778252649796e-01
5.215135797086892788e-01 4.397012857767722549e-01
-6.605931840873884298e-01 -4.050334408928726315e-01
-6.422316993898966597e-01 4.153956326423209333e-01
9.069036267216233904e-01 -5.121346687683201448e-01
7.979021494781433077e-01 8.985949364481947699e-01
1.459945859404540025e-01 4.267421365356248719e-01
6.317458979474463998e-01 3.128311596408039907e-02
7.247769700175415997e-01 -9.283717935705571023e-02
7.865519615694128719e-01 -1.099412199489682163e-01
3.123759356301313295e-01 -9.793384866224872365e-01
-5.913142420297856638e-01 -4.536203578343795950e-01
3.336918883686492698e-01 -7.967670712445333869e-01
-1.266843119629088577e-01 -2.838186115079510685e-01
1.579277410340992338e-01 -2.555280213606285766e-01
1.341610532963345426e-01 4.462510791590234005e-01
2.260868742854708069e-01 4.034896901956679383e-01
-5.406389860875226994e-02 -4.288403098788353685e-01
-2.074707913981701513e-01 -7.057666484534916851e-01
6.663719843391413544e-01 -7.070611599530773894e-02
-1.700064700024876974e-01 2.056985596851453879e-01
-4.212246992503274612e-01 -3.807019414844619032e-01
8.290686431253061484e-01 9.088537360849776592e-01
7.946831134563214771e-02 9.075332495949606226e-03
-4.439304310643388263e-02 1.264950463475666975e-02
1.512548232401508264e-01 -3.901470644407425414e-01
1.153313352456194485e-01 -3.870336970951051558e-01
6.165562711516388017e-01 2.320790266541621349e-01
2.121701329562687421e-01 -2.588275714219867574e-01
8.394857937303668027e-01 5.069494315975660026e-01
1.170376354051303469e-01 -7.012411438396992658e-02
6.859531467429553775e-01 1.043953291970223241e-01
1.455190586756491822e-01 -4.414000507515858374e-02
-5.563822705965117965e-01 -2.228057655569928297e-01
4.745409088948414622e-01 3.948420221377592076e-01
1.530640360802024702e-01 4.612948898870442571e-01
2.198452116162807890e-01 -4.249107879878053495e-01
-6.738463395248373011e-02 -1.644268847446546111e-01
7.656920387203746126e-01 -3.180246555103334316e-01
1.074330695827528936e-01 -2.170109298645377383e-01
3.602684635720457829e-01 -4.472319048676240971e-01
-7.163859091961926051e-01 -2.329377660178695297e-01
7.007325283474513666e-01 -3.638607004222393915e-01
-3.831424965706438091e-01 -5.079469555971865002e-01
5.031161978998310857e-01 -9.753319774707704948e-01
-2.403412790884129624e-01 -2.601578505407100561e-01
1.070544077728585730e-01 6.881336976197340860e-01
8.128062053050753022e-01 7.755078401864414772e-01
-4.816895309878506115e-01 9.958169231950808609e-03
3.721125797260027568e-02 8.310990099568937861e-02
8.829691529013593554e-01 -4.237957238819300976e-02
-8.349340869808807852e-02 7.310705486491420046e-02
3.978432057298509905e-01 4.862881745745548656e-01
4.823638201454120145e-01 -6.092312718464909516e-02
1.186506450633312282e-01 9.476805930515139753e-01
-7.238850842721820111e-01 1.065082352454062020e-01
-2.604625179666353318e-01 2.661083463740221422e-01
5.361582572967430460e-01 2.505806948451929639e-01
6.520921736280804737e-02 -1.624832124255652932e-01
-3.949123704642234500e-01 -4.521018256952127334e-01
4.048820773993784261e-01 -4.794304554547195174e-01
6.898073403411657534e-01 -8.315006501614874423e-02
6.167494123677119688e-01 2.738886951755213905e-01
7.517200355879012363e-01 3.268887680636968218e-01
8.200066580132626681e-01 -2.896105560263890766e-01
4.934736875752409047e-01 -7.756661464468601608e-01
3.470987259878243192e-01 2.427797042735677646e-01
8.492399738704673462e-01 -9.113915654609789918e-01
7.274155937722335263e-01 -5.882090591379289801e-01
2.643040208677354119e-01 2.760078158575893781e-01
-1.765739584434729004e-01 1.964065062175439635e-01
-2.393275427046939186e-01 3.006083844143547790e-02
-4.023243730446761646e-01 2.418148013973548949e-01
6.855893559592066699e-01 -1.339878320037681814e-01
-5.410171468716584720e-01 5.924182273060089043e-01
3.866343407328999282e-01 4.353687980953924175e-01
-3.519471690933382302e-01 3.897816954497870245e-01
6.238944056778539249e-02 -2.551992748670626199e-01
7.854280959834976095e-01 6.870991284970547897e-01
7.159697987713937728e-01 -1.889139864629760801e-01
7.135907904811120694e-01 8.463046431169880535e-01
1.108610449669017450e-01 -1.752233882190366021e-01
6.568580138194515250e-01 1.133764928473034450e-01
2.810872735702839575e-01 -7.408406089218924073e-01
7.335472508865455987e-01 9.679140426611332337e-01
-5.196336217207522257e-01 -2.191209505520008705e-01
5.352706082594849146e-01 8.809123863120994491e-01
-2.531756904007720355e-01 -4.082056290763682593e-01
-6.299048788834886725e-01 3.315166814981300725e-01
-3.894502630039784474e-01 5.544916454048186560e-01
-2.329271701158441843e-01 -6.308765208027127258e-01
6.829532569389870078e-01 9.711941985562939639e-01
4.214345905966285777e-01 -3.425994251239647959e-01
-2.641288424997154660e-01 3.842252589310434230e-01
8.627459067161858952e-01 8.501029826056430982e-01
7.365804250015917098e-01 8.564610632250642119e-01
6.719080875020415622e-01 -7.578041458208246706e-01
-2.206586748046852620e-01 -4.828206885369970003e-01
-1.467349133675563966e-01 -5.228907989475317653e-01
1.222455730964722154e-02 1.264445006440179098e-01
2.856055487256398129e-01 -1.606648894349416157e-01
6.552006031294033139e-02 -7.207408116203972703e-01
6.991709220153304871e-01 2.764615594560160261e-01
5.050732611516689508e-01 9.327538491144633515e-01
6.633974797481902996e-01 -5.629642935767258383e-01
-9.853444405615170432e-01 -3.686295883363901460e-01
-7.753185698402220716e-02 -6.880849722317317063e-01
1.474201977638432970e-01 -4.225423562430994373e-01
9.831151024818391981e-01 3.780374826315363590e-01
7.946000459948833194e-01 1.457354647164197381e-01
6.700737062760997453e-01 2.163616888488019141e-01
-4.643844505044709692e-01 3.911748107829888799e-01
1.710523063986223447e-01 -2.973091759348009955e-01
-8.708737320037651664e-02 1.543780490645257908e-01
6.202366280522177977e-01 5.729391466023114887e-02
2.861222947892271273e-01 1.072789240958171852e-02
2.821238013345180873e-01 3.262137547952439487e-01
5.168955651449926858e-01 9.721948842936554147e-01
7.519612565959780115e-01 5.960888572334479552e-01
1.711718094155145753e-01 1.015081945905311755e-01
8.395906764850433746e-01 8.301149066327873083e-01
1.149811055976485141e-01 2.072313575503603733e-01
8.055996762329973304e-01 -4.235971826856006484e-01
6.863709611673618483e-01 -2.245544093043163603e-01
6.177592166509864313e-01 1.957737080722143919e-01
6.800853179131466364e-01 -9.301209619362826864e-02
2.820113426104416954e-01 -5.365254786323869762e-01
2.686154480363450725e-01 4.169663460544015265e-01
-8.087201962571761715e-01 2.404676288428031494e-02
2.575580707488613896e-01 3.962054893955690993e-02
6.002149218493122440e-01 4.852949760638531895e-01
3.181698345842444153e-01 -4.635297878070241406e-01
7.546537693298596139e-01 8.032820865544431088e-01
-7.883120478474880954e-02 -5.776948383520912333e-01
-7.976909166342371904e-02 3.036100822185194836e-02
1.438795405255977045e-01 9.583901595304837873e-01
7.140070975210790483e-01 7.474556742871748538e-01
-4.685578115837305546e-01 3.231933231494443781e-01
8.279687344022756967e-02 1.906391200152712795e-02
7.913513771665330321e-01 3.778043476712268367e-01
2.842999541488329118e-01 2.819929084091122862e-01
-7.454859229769130735e-01 2.765441375951046554e-01
-4.389853479333447606e-01 1.940390637703249821e-01
6.579018643852687642e-01 7.208881894213610142e-01
-1.216301879614309911e-01 1.555217268491433380e-01
3.828004214239392189e-01 -4.473727886618648064e-01
2.780221500102605381e-01 -5.272253521072001181e-01
2.539475405699745947e-01 -5.557102645456488688e-01
5.202746211184339220e-01 1.357348607006158003e-01
3.557000072369657095e-01 2.906717349908594095e-01
1.075366311622913962e-01 8.962449721070919750e-02
-3.538335971645476530e-01 -2.313993524569293303e-01
-2.520009384401669106e-01 -4.711537022496410376e-01
7.401204380960266782e-01 3.745730185439125615e-01
3.191209968231867311e-02 9.039860010224609610e-02
-2.151690297363200166e-01 2.626044699859665377e-01
9.445924839998438571e-01 3.503258943663674074e-01
-4.105757310892867995e-01 -7.263126973134923503e-01
6.114909654051037258e-02 8.275298635061023589e-02
6.722786280852233176e-01 2.846943313185781310e-01
6.299883287783878405e-01 -1.048518109253870900e-01
7.213050817033437312e-01 3.232253674489893314e-01
-4.103330552677080245e-01 -3.768507298936079053e-01
-7.331123258347778116e-01 4.029997343994647929e-01
-2.086516097002477643e-01 -2.432312695511240630e-01
7.914465877849543585e-01 -4.066019712394490782e-01
7.087041876451636302e-01 7.657367923810993737e-01
1.393220655828520949e-01 2.426939853982952311e-01
-3.447583417281305795e-01 3.315819810920499489e-01
-3.653393534590130276e-01 2.602988351526507316e-01
-2.284740979628474555e-01 -7.148437754491037133e-01
-1.596050486461599860e-01 4.444764151532965002e-02
-3.695880904474668771e-01 -4.441905319560166543e-01
4.719818788400442777e-01 -8.615934600649535202e-01
-3.107381639516979543e-01 -7.641939801285699829e-01
9.835421723924075987e-02 -2.476542316637977414e-01
-3.731910092310148919e-01 -2.880828933933881064e-01
7.464809296955854379e-01 -2.056075935969043922e-01
3.352873862468860322e-01 3.811260610107910507e-01
-2.330391181315549787e-01 1.405724056166451907e-01
9.491379744626099457e-01 8.416189581489872396e-01
8.327273227275067136e-01 5.402985665380282132e-01
6.591561118077460257e-02 -3.403571863341963155e-01
6.011453928633505583e-01 -1.931490993752560392e-02
7.313883957817947090e-01 2.168399746779159365e-01
-2.314389978870052822e-01 -7.281116485462699739e-01
6.299991947256169400e-01 -7.355938099439311983e-01
-4.843030190360759768e-01 -2.753057846142745735e-01
2.454964203292884228e-01 -3.891767488408275355e-01
8.462820494331452226e-01 8.583145360485647801e-01
8.541352954387042562e-01 8.709916820808227822e-01
8.100977033328400356e-01 1.161395769053706895e-01
-5.447859819528124703e-01 -3.721597511092669119e-01
6.726638932376609592e-01 8.698954874515736346e-01
3.708541558884945744e-01 -3.553116255516168831e-01
7.761275610868849650e-01 -7.419700126450217148e-01
8.588187611827422518e-01 -3.809500331500115244e-02
9.816341861051737228e-01 8.060407084603005146e-01
-1.609380856852067332e-01 1.885255101440116432e-01
-1.296540557494516577e-01 -2.117707891443110224e-01
5.064128992444991706e-01 2.611015378127445885e-02
-5.604664991841368238e-01 -2.855078412392682008e-01
7.608468794206437735e-01 4.365097967861250039e-01
1.266133655405249359e-01 -2.069723149273694496e-02
-1.617260135384077646e-01 -4.011075885327086699e-01
4.160807660303216249e-01 6.673540560644809494e-01
1.189843765215224947e-01 4.451377043720688986e-01
5.424600580518859072e-01 -1.132266092871394569e-01
4.821187255221554002e-01 -4.069138720357061700e-01
7.721014575933661250e-01 3.565215054577394183e-01
-5.951313687303265709e-01 2.487342026692475061e-01
6.384242201000155381e-01 -4.425425534862315047e-02
-6.878600608748923761e-01 5.373116904101213898e-01
-3.556811106244550658e-01 3.643480485604737584e-01
3.253241952883053623e-01 2.433344128614343127e-01
9.042949894644847220e-02 2.270863726685358186e-01
4.639462322846648057e-01 -4.144103438421053998e-01
9.267696087509558200e-02 4.647007601526604859e-01
-1.784898369176908250e-01 4.167111216416299335e-01
-4.671480184934910795e-01 -3.448090062237940678e-01
3.202966040161897565e-01 -1.711837106477442916e-02
5.668660541951398013e-01 4.148520138222100417e-01
8.302204301869786640e-03 8.045020462617002988e-02
8.129527861302354719e-02 -7.622210855162057097e-01
-6.521931162621175115e-01 -5.152709528997667654e-02
2.952117442519136548e-01 3.509031319452521336e-01
8.193152187155881006e-01 7.947980563529740694e-01
-1.956799554076016356e-01 -6.374193663345113503e-01
2.055576931385738604e-02 2.281376829925888527e-01
6.660984423237998886e-01 3.565981257374433167e-01
-5.973176366692789507e-02 -1.536160853575503360e-01
-6.621140079407867862e-01 -1.917736378360257454e-01
-6.263506793512956250e-01 2.562813053702280852e-01
-2.600531477577017192e-01 2.346568957470597239e-01
3.623581679403259370e-01 -2.879272452965653262e-01
5.490845950193334879e-02 2.841778570333715059e-01
7.427721071322834767e-01 7.970812385469097094e-01
-9.683037173749373672e-01 -4.941792091196264280e-01
-1.993752239116386438e-01 -4.823778173747526044e-01
-2.380019548556748799e-01 1.597877278968864445e-01
8.839705275069381640e-01 -8.734824276998804926e-01
7.701076576014826980e-01 2.109160386507088480e-01
-2.427019395210168184e-01 9.655346135111353423e-02
2.865564179855706328e-02 -6.633774988374199211e-01
-6.127146317671698927e-01 -1.064163373746329633e-01
4.688172913091931404e-01 7.391907517290574603e-01
-1.419884209138455589e-02 -1.361518073755152436e-01
-7.421680364246530104e-02 -6.987793002876430126e-01
7.830972239832517667e-01 -3.982163890472270040e-01
-2.765109124675957375e-02 -1.636695944222585908e-01
7.245101660882056205e-01 9.718294928585802239e-01
4.022874740986409625e-01 -3.174724591760373915e-01
8.520031354976891347e-01 8.637852206317530035e-01
2.541977714790064624e-01 3.868857053631017395e-01
4.703760837880225365e-01 2.228152681673123414e-01
-6.076218324415330052e-01 3.194440477602590311e-01
-6.017292495856148005e-01 -1.841166471405712990e-01
6.696611702581418690e-01 -1.984742279430893319e-01
-3.889289992415987385e-01 -3.749738327544276384e-01
-2.181593909140482346e-01 1.473147363971784030e-01
1.432296119724463246e-02 -4.331291340860023986e-01
-1.833026661642218613e-01 -1.792941951323343552e-01
5.021629123331823319e-01 -9.664731840497426951e-01
-5.795359725808950646e-01 1.964115497884472150e-01
-1.188360565233299582e-01 -2.208923753442211257e-01
9.819541984595118178e-01 7.533953867416537387e-01
-3.657743867968346052e-01 2.749214965397051014e-02
-3.935449220621374256e-01 -2.454397314073863967e-02
2.977001742828512265e-01 2.345383406000614013e-01
5.824940919006202922e-01 -4.888324941911208477e-01
9.513094747738685131e-01 2.753899625495603853e-02
-2.570632073748337909e-01 3.228990059221884534e-01
-7.852910117266123091e-01 7.348549239920599829e-01
-5.247970585770698193e-01 3.351661065034930997e-01
-7.656140679193048637e-01 1.198081704056868091e-01
-3.171723693454677750e-01 2.459428791455113839e-01
-6.926424974074629759e-02 -5.071910034612336915e-01
6.294951310806455869e-01 4.415068140034794641e-02
4.415321360227898451e-01 -6.576498431181867499e-01
3.284169388150679492e-01 -2.708513794800349039e-01
9.770838194495905515e-01 4.478049464549825887e-01
8.362884385671128795e-01 -9.246876316749841340e-01
6.350016341550452914e-01 2.974041256912566267e-01
8.510554415868576417e-01 -8.293710404163729955e-01
-3.319533557959151171e-01 4.680165695186797592e-01
6.042065801852463114e-01 2.511472746717021698e-01
7.057975525354758251e-01 8.146652118748172189e-01
6.727921956359195210e-01 2.970237131827692112e-01
5.808528306196363289e-01 1.325436937535310333e-01
5.261056646923325530e-01 8.508527267769816493e-02
-2.996959670304952805e-01 3.804146781319777126e-01
7.269438027267922653e-01 1.846313258195697582e-01
-6.970200724758004451e-01 2.722189813570921046e-01
1.821089410345753112e-01 2.177405675523390594e-01
-1.470849607992457120e-01 1.356532661204710166e-01
-5.120011677201805611e-01 2.746698437864111275e-01
6.580523031626386299e-01 6.643792693248911085e-01
8.324021609704697067e-01 7.287962996151567951e-01
-2.984806368477441740e-01 -3.721996571711867485e-01
-8.801636459040373950e-02 -4.439460588413337572e-01
-1.234872488272589219e-01 -1.629077004897192538e-01
4.869555080811378556e-01 1.946416779000610386e-01
7.735883491611791341e-01 2.805089851645965471e-01
1.452885631007596601e-01 9.564257932862024747e-01
3.443266810863121474e-02 -2.727478564178429377e-01
-7.394889938399606955e-02 -1.567052071667875968e-01
-1.240591829176649341e-01 1.524887440034234931e-01
-9.207417456536726164e-02 -4.869034380207657442e-01
7.840834743195512768e-02 -8.878769074140646644e-02
-3.188931401270678201e-02 -1.087732520419431026e-01
9.791782450184693953e-02 -4.181120560309234957e-01
-3.972400378420675171e-01 4.348009027003857385e-01
2.348631083158185806e-01 4.361017858958180504e-01
8.539739686708349709e-01 -5.162654546926053190e-01
2.347078072207586796e-01 2.774835508455769650e-01
-6.488524757512219576e-01 -1.089376076391073145e-01
4.631669450864264181e-01 3.601043061498675479e-01
-2.283628197022389283e-01 4.068304437778655913e-01
6.616839298908629985e-01 2.209841003687970096e-01
1.921979610729437349e-01 4.263608790561833617e-01
1.648265690883187196e-01 -1.708782912155033529e-01
6.102298594852109126e-01 6.686075660497092787e-01
9.293782205826028875e-02 -9.197941778481455444e-02
-3.936040143690173743e-01 2.826699236252810943e-01
-2.943881582440683875e-01 1.779302791223885682e-01
-5.948011138788946717e-01 2.319071736467470668e-01
5.651589918956774206e-01 4.579598941351451513e-01
4.796509231987544641e-02 -6.416189909240259670e-01
6.648955546964456786e-01 -1.275769251225862266e-01
6.042981901062869365e-01 3.772405425263460899e-01
-2.057421268429195926e-01 -6.974870755334783290e-02
-6.697559452897048349e-01 7.174213850124653291e-01
-4.170315781770053132e-01 2.145991181408027915e-01
-5.033982928149121072e-01 3.713247134361193913e-01
-7.459523139548278614e-01 5.319246962362575992e-01
4.546722567944381233e-01 -7.270906923561661905e-01
-7.260585243150763368e-02 -3.239844218614829074e-02
4.844627169278321599e-01 4.406260096132604831e-01
7.631142118133366070e-01 2.405769715265275721e-01
7.252932987836185896e-01 8.149859244624693133e-01
8.273137658305973474e-02 -2.682948269087817028e-01
-4.256340929717090660e-01 3.747597303646518219e-01
-1.985892647376539255e-01 6.817989479915742557e-02
6.261257807193909564e-01 -2.400280596235044861e-01
-5.170756863946590620e-02 -1.586777174335838314e-01
2.321704852841040001e-01 1.707318223263099011e-01
-3.954267290299231519e-01 3.496243247944065269e-01
-4.880108923174226732e-01 2.121934669484528690e-01
9.864462251879339005e-01 4.845890587143020234e-01
8.857695295996924623e-01 8.531426428947890273e-01
3.334841044535596932e-01 -4.554755874070741672e-01
1.140168780227646117e-02 -6.167433575764753595e-01
-6.336194845316389657e-01 1.400624284966567323e-03
-5.998273218686198671e-01 5.516045256335846414e-01
6.978766806151008861e-01 7.012844372375062196e-01
3.123990014329272036e-01 2.701244297213291068e-01
-4.932932267387797332e-01 -2.446425891300336719e-01
-9.421949897880410596e-02 -1.563099389206465961e-01
3.613752160724150730e-01 2.260085047671538394e-01
5.208911043961544918e-01 6.657612654634381677e-02
7.117359196497651252e-01 8.190114514906404741e-01
2.870768457985061195e-01 -8.395427249276532500e-01
-4.290223377875661548e-01 9.904205615417083219e-02
9.761665257823159969e-02 3.623399205905066811e-01
8.936282863206224114e-01 2.093794878075162513e-01
7.683119506762829953e-01 2.614957802168431655e-01
-4.184417533975186565e-01 -3.992821635009946579e-01
-4.423982767962080231e-01 2.964467451709762447e-01
-9.308477082975232797e-01 -2.702041172974052330e-01
-4.295081735105326093e-01 1.498350528344797317e-01
1.141572652598179527e-01 -4.692948257915219301e-02
2.159338195900718516e-01 6.553037503508851724e-01
3.219414215880422869e-02 -5.705719005625877749e-01
-1.190486171924425296e-01 -7.334133340676673996e-02
-9.545144494319119932e-01 3.065929146758006318e-02
6.684003545880237152e-01 1.809734461153577056e-01
-2.916675627226816836e-01 3.101974529973544614e-01
2.368332873303912178e-01 -3.924506171251036513e-01
4.805877195077199460e-01 -9.933690567617503575e-02
-3.929971474888116489e-01 3.668039558465797656e-01
2.527607690125278639e-01 -5.569765622285431927e-01
5.159452819895666842e-01 -4.465687360270176320e-01
8.855166775155826064e-01 -4.008651378356942185e-01
2.033325390229707708e-01 -1.679392220214053211e-01
-4.353011333662859528e-02 8.693778361043813518e-02
6.925664843098697787e-01 1.367305297090303240e-01
-6.561510239622430074e-01 2.774633216315870454e-01
2.897396648247561046e-01 -9.594025936532322163e-01
-7.268007705329491142e-01 1.813639477399631161e-02
6.419307321863383375e-01 -7.869839969833698490e-01
-1.243569594614883922e-01 1.851512822276444314e-01
8.662286923221047541e-01 8.774684498039251324e-01
3.551126761347341843e-01 -5.660312778988951798e-01
4.323171035414771213e-01 4.812735510947064865e-01
1.522997004398218834e-02 2.068000593883394522e-01
-9.682212246077570583e-02 4.779745307370470986e-01
4.827468931232719029e-01 -3.908250618516786457e-01
-7.185852572729189980e-02 -2.293272925018219333e-02
6.283742377573992011e-01 5.216262415215950909e-01
-2.059278447351167163e-01 -4.723997317405626006e-01
4.447719755867113323e-01 -9.773901659868939884e-01
-3.693649654377690883e-01 3.668020346183126223e-01
3.989535504659447174e-02 -4.673109795048897563e-01
6.651158970987363084e-01 -4.916117041506036234e-01
-2.271870709901131491e-01 2.945566521809915850e-01
-3.390437836458399801e-01 4.992411430094427782e-01
1.124046200376851434e-01 -9.489578153734523625e-03
3.647434710454244833e-01 -5.486352869628465800e-01
-3.772649516266683989e-01 -5.406884411852626027e-01
-2.972973813976331758e-01 4.959216225949251156e-01
8.594414923006103990e-01 5.154082449038432934e-01
3.269976817320766616e-01 -3.266012824765183176e-01
-7.754416155149557177e-01 1.340972482570986779e-01
2.609501541534874347e-01 2.509050854362693261e-02
-5.264104402397944416e-01 -3.330858843827020355e-01
1.902652656492804795e-01 -9.411002871755957955e-02
8.915017858274487672e-02 -4.022094952182466709e-01
-2.307726480831890914e-01 -3.195686068413035041e-01
-2.848144674670634036e-01 2.428363818697132359e-01
-1.267875191857994466e-01 -2.122979615609106308e-01
-7.748535160541925038e-02 1.457216886276403445e-01
-6.757614883433320507e-01 4.644566962719589576e-01
-3.587438316783349013e-01 3.688849474004806117e-01
-1.408560485157097641e-01 -4.049710658315988088e-01
8.360139705104000507e-01 5.421522490816261808e-01
7.711994135823434515e-01 8.638040676813832919e-01
-3.301732989345205205e-01 -2.812001108899209179e-01
-6.062965965563698045e-01 -3.665908842257070699e-01
-1.668084229951749542e-01 -6.666267909258059010e-01
-3.377654450951097509e-01 -5.083808999424133113e-02
7.968043486386684471e-01 7.623775215983741305e-01
2.261742589827763217e-01 5.745613380690284266e-02
6.166122755622182039e-01 2.570275016094998310e-01
-7.084070907702650910e-01 3.189053861183884786e-01
-3.679461035940203573e-01 -2.813135124370980122e-03
7.639770899937272652e-01 -4.502999620935776992e-01
7.634647230911353333e-01 7.459350823339790937e-01
7.306545353713560509e-01 4.608370784807557241e-01
-1.028509635248884280e-01 -3.399510659185518424e-01
-3.635544476077312570e-01 -5.775843235897102357e-01
3.549673549319284360e-01 2.794334604386297105e-01
2.071308505714201109e-01 -4.618419372962765390e-01
-3.715306626367516074e-01 4.168782919037586909e-01
-2.284213578472105155e-01 2.022365512689225930e-01
2.125040649808254134e-01 -3.832761340904311531e-01
-3.565116069235203522e-01 2.972217680610422796e-02
2.497490283371389674e-01 3.063608693038870623e-01
-4.340293616906412133e-01 -4.760908759738053941e-01
3.539920893934622725e-01 -8.260406764546981417e-01
7.556350940762787127e-01 4.386129948905499454e-01
6.009251662652193016e-01 -8.358359222288165302e-01
5.844956934163541007e-01 3.976683649873151705e-01
-3.807208710835274790e-01 3.034431572561245849e-01
3.669213602509902028e-01 2.088763713541675893e-01
1.988532341028400596e-01 3.622040081087295471e-01
1.665448926885012559e-01 2.132484154276473864e-01
9.203798672085861110e-02 4.613918692100325014e-01
-3.555731277993610107e-01 4.234145270861202626e-01
-9.570313405215760127e-01 -7.657697089949950797e-01
2.279950824929890540e-01 3.270641292432820979e-01
-1.550744211132919492e-01 -1.934797160026524576e-01
-7.255089021592298071e-01 4.587308397200381416e-01
4.002922746047639091e-01 3.654423910315656165e-01
6.380739444909832025e-01 5.390919517809648065e-01
-3.387586460520808362e-01 -3.617362110087385396e-01
-1.462202327449579897e-02 1.501484603310636601e-01
1.116501371486331440e-01 1.309883333154159279e-01
9.782978831316035961e-02 4.268005603476099363e-01
4.137681608700195524e-01 -8.805227756559605989e-01
2.895653689537637243e-01 -8.441507637483145476e-01
-3.933291891895929204e-02 1.549866402575239555e-02
2.492308836396955884e-01 -3.175244002541719457e-01
1.497059492906440692e-01 -2.229142234873606743e-01
-2.488699278434247653e-02 -5.667048376804628695e-02
-8.451017505621771786e-01 2.060496192647675029e-01
6.620394822941607638e-01 1.696691438966213550e-02
7.493554173920140560e-01 1.638774865548379145e-01
4.208087770787867221e-01 3.750368247731903359e-01
5.763704534019971071e-01 6.224216653762604246e-02
2.051491833496111861e-01 4.436317571237672341e-01
1.533298673738523465e-01 -3.466945724504004733e-01
-1.453284482960894852e-01 -2.032497997763762498e-01
